Co2,PV,Demand,Time-stamp
26,0,0.356,
26,0,0.354,
26,0,0.352,
26,0,0.35,
26,0,0.348,
26,0,0.34,
26,0,0.276,
26,0,0.274,
26,0,0.272,
26,0,0.272,
26,0,0.272,
26,0,0.272,
26,0,0.272,
26,0,0.272,
26,0,0.272,
26,0,0.27,
26,0,0.27,
26,0,0.27,
26,0,0.27,
26,0,0.38,
26,0,0.376,
26,0,0.372,
26,0,0.37,
26,0,0.368,
26,0,0.368,
26,0,0.366,
26,0,0.364,
26,0,0.364,
26,0,0.364,
26,0,0.364,
26,0,0.364,
26.06896552,1.154e-06,0.364,
26.13793103,1.154e-06,0.364,
26.20689655,1.154e-06,0.362,
26.27586207,2.308e-06,0.36,
26.34482759,2.308e-06,0.36,
26.4137931,3.462e-06,0.282,
26.48275862,4.616e-06,0.266,
26.55172414,5.77e-06,0.294,
26.62068966,8.078e-06,0.342,
26.68965517,1.0386e-05,0.342,
26.75862069,1.2694e-05,0.342,
26.82758621,1.5002e-05,0.342,
26.89655172,1.8464e-05,0.34,
26.96551724,2.0772e-05,0.338,
27.03448276,2.4234e-05,0.338,
27.10344828,2.6542e-05,0.338,
27.17241379,3.0004e-05,0.336,
27.24137931,3.3466e-05,0.31,
27.31034483,3.6928e-05,0.266,
27.37931034,4.039e-05,0.266,
27.44827586,4.2698e-05,0.266,
27.51724138,4.616e-05,0.264,
27.5862069,4.8468e-05,0.196,
27.65517241,0.00036351,0.196,
27.72413793,0.002583806,0.196,
27.79310345,0.003383528,0.196,
27.86206897,0.004239796,0.196,
27.93103448,0.005269164,0.2,
28,0.005806928,0.202,
28,0.006746284,0.202,
28.13793103,0.007809118,0.26,
28.27586207,0.008607686,0.312,
28.4137931,0.0094051,0.306,
28.55172414,0.01042062,0.304,
28.68965517,0.01190928,0.302,
28.82758621,0.01277478,0.302,
28.96551724,0.0111938,0.3,
29.10344828,0.01108994,0.298,
29.24137931,0.01138998,0.298,
29.37931034,0.01164386,0.296,
29.51724138,0.01186312,0.296,
29.65517241,0.0127517,0.294,
29.79310345,0.01381338,0.294,
29.93103448,0.01249782,0.294,
30.06896552,0.01239396,0.294,
30.20689655,0.01253244,0.294,
30.34482759,0.01264784,0.294,
30.48275862,0.01507124,0.264,
30.62068966,0.01285556,0.264,
30.75862069,0.01293634,0.264,
30.89655172,0.01302866,0.302,
31.03448276,0.0130979,0.34,
31.17241379,0.01316714,0.34,
31.31034483,0.02151056,0.34,
31.44827586,0.03494312,0.34,
31.5862069,0.03578554,0.338,
31.72413793,0.0378512,0.338,
31.86206897,0.03996302,0.336,
32,0.03995148,0.336,
32,0.04222486,0.33,
31.93103448,0.04371352,0.312,
31.86206897,0.04491368,0.26,
31.79310345,0.04513294,0.258,
31.72413793,0.04723322,0.258,
31.65517241,0.04826028,0.256,
31.5862069,0.04995666,0.258,
31.51724138,0.04988742,0.506,
31.44827586,0.0519877,1.02,
31.37931034,0.05301476,1.11,
31.31034483,0.05490732,1.206,
31.24137931,0.05490732,1.202,
31.17241379,0.056546,1.204,
31.10344828,0.05737688,1.23,
31.03448276,0.0596618,1.316,
30.96551724,0.06013494,1.32,
30.89655172,0.0600657,1.32,
30.82758621,0.06226984,1.314,
30.75862069,0.0630661,1.316,
30.68965517,0.06420856,1.324,
30.62068966,0.06327382,1.322,
30.55172414,0.06437012,1.242,
30.48275862,0.06521254,1.408,
30.4137931,0.06596264,1.326,
30.34482759,0.06806292,1.328,
30.27586207,0.06792444,1.06,
30.20689655,0.06799368,1.288,
30.13793103,0.06890534,0.464,
30.06896552,0.07098254,0.37,
30,0.07290972,0.454,
30,0.07389062,0.448,
30.06896552,0.07592166,0.378,
30.13793103,0.07765266,0.354,
30.20689655,0.07803348,0.394,
30.27586207,0.07867972,0.64,
30.34482759,0.07992604,0.826,
30.4137931,0.08180706,3.48,
30.48275862,0.08352652,3.468,
30.55172414,0.0834342,1.952,
30.62068966,0.0837804,0.818,
30.68965517,0.08514212,1.122,
30.75862069,0.08569604,1.338,
30.82758621,0.0875309,1.33,
30.89655172,0.08698852,1.332,
30.96551724,0.08811944,1.33,
31.03448276,0.08883492,1.326,
31.10344828,0.09153528,1.334,
31.17241379,0.0930124,1.292,
31.24137931,0.0949742,1.27,
31.31034483,0.0962436,1.268,
31.37931034,0.0970514,1.27,
31.44827586,0.099244,1.266,
31.51724138,0.1012058,1.262,
31.5862069,0.1033984,1.262,
31.65517241,0.1043216,1.268,
31.72413793,0.1066296,1.27,
31.79310345,0.1070912,1.336,
31.86206897,0.1087068,1.378,
31.93103448,0.1103224,1.442,
32,0.1105532,1.666,
32,0.1122842,1.66,
31.96551724,0.1126304,1.654,
31.93103448,0.112515,1.256,
31.89655172,0.1132074,1.238,
31.86206897,0.1164386,1.234,
31.82758621,0.1190928,1.24,
31.79310345,0.1189774,1.236,
31.75862069,0.122324,1.238,
31.72413793,0.125786,1.246,
31.68965517,0.129825,1.244,
31.65517241,0.1346718,1.238,
31.62068966,0.1391724,1.238,
31.5862069,0.143096,1.24,
31.55172414,0.1469042,1.238,
31.51724138,0.1530204,1.168,
31.48275862,0.1590212,1.148,
31.44827586,0.1617908,1.15,
31.4137931,0.1728692,1.04,
31.37931034,0.1755234,1.02,
31.34482759,0.1891406,1.042,
31.31034483,0.2189138,2.114,
31.27586207,0.2985398,2.178,
31.24137931,0.366972,1.4,
31.20689655,0.3782812,2.178,
31.17241379,0.45583,3.614,
31.13793103,0.568922,3.628,
31.10344828,0.6181978,4.122,
31.06896552,0.6362002,4.176,
31.03448276,0.6948234,3.278,
31,0.7272508,3.236,
31,0.785297,3.168,
31,0.8214172,3.008,
31,0.8425354,2.248,
31,0.8763476,0.858,
31,0.8814252,0.854,
31,0.8863874,0.856,
31,0.8910034,0.854,
31,0.8958502,0.85,
31,0.9013894,0.848,
31,0.907621,0.928,
31,0.9130448,0.966,
31,0.9199688,0.964,
31,0.924354,0.958,
31,0.931278,0.956,
31,0.939356,0.952,
31,0.945126,0.954,
31,0.950896,0.956,
31,0.95782,0.952,
31,0.964744,0.952,
31,0.96936,0.916,
31,0.977438,0.91,
31,0.98667,0.94,
31,0.995902,0.948,
31,1.001672,0.942,
31,1.005134,0.944,
31,1.010904,0.9,
31,1.010904,0.902,
31,1.018982,0.868,
31,1.024752,0.852,
31,1.03283,1.026,
31,1.045524,1.154,
31,1.05591,1.05,
31,1.069758,1.03,
31,1.082452,1.046,
31,1.226702,1.05,
31,1.339794,1.048,
31,1.395186,1.506,
31,1.435576,2.086,
31,1.467888,2.172,
31,1.478274,2.164,
31,1.485198,2.048,
31,1.495584,2.006,
31,1.503662,1.922,
31,1.512894,1.916,
31,1.538282,1.908,
31,1.577518,1.916,
31,1.62137,1.88,
31,1.664068,1.81,
31,1.675608,1.806,
31,1.681378,1.81,
31,1.687148,1.808,
31,1.697534,1.8,
31,1.750618,1.848,
31,1.799086,1.902,
31,1.818704,1.898,
31,1.831398,1.906,
31,1.838322,1.916,
31,1.848708,1.896,
31,1.855632,1.892,
31,1.868326,1.888,
31,1.876404,1.892,
30.96551724,1.883328,1.888,
30.93103448,1.891406,1.892,
30.89655172,1.926026,1.846,
30.86206897,1.968724,1.822,
30.82758621,2.00219,1.808,
30.79310345,2.018346,1.796,
30.75862069,2.021808,1.802,
30.72413793,2.027578,1.804,
30.68965517,2.037964,1.792,
30.65517241,2.049504,1.752,
30.62068966,2.05412,1.748,
30.5862069,2.062198,1.79,
30.55172414,2.07143,1.79,
30.51724138,2.11182,1.784,
30.48275862,2.159134,1.784,
30.44827586,2.18106,1.782,
30.4137931,2.184522,1.762,
30.37931034,2.1926,1.676,
30.34482759,2.19837,1.692,
30.31034483,2.202986,1.706,
30.27586207,2.207602,1.7,
30.24137931,2.217988,1.686,
30.20689655,2.222604,1.678,
30.17241379,2.242222,1.672,
30.13793103,2.295306,1.672,
30.10344828,2.311462,1.64,
30.06896552,2.320694,1.468,
30.03448276,2.33108,1.642,
30,2.335696,1.636,
30,2.33685,2.452,
29.96551724,2.34262,3.706,
29.93103448,2.343774,3.126,
29.89655172,2.34839,3.594,
29.86206897,2.361084,3.102,
29.82758621,2.366854,3.566,
29.79310345,2.372624,4.408,
29.75862069,2.386472,5.548,
29.72413793,2.389934,5.52,
29.68965517,2.401474,5.524,
29.65517241,2.409552,6.792,
29.62068966,2.413014,7.624,
29.5862069,2.422246,7.564,
29.55172414,2.425708,7.508,
29.51724138,2.432632,5.922,
29.48275862,2.439556,6.634,
29.44827586,2.44648,6.44,
29.4137931,2.448788,5.57,
29.37931034,2.453404,5.58,
29.34482759,2.449942,5.568,
29.31034483,2.45225,5.576,
29.27586207,2.456866,5.526,
29.24137931,2.462636,5.528,
29.20689655,2.464944,3.916,
29.17241379,2.470714,3.478,
29.13793103,2.474176,3.424,
29.10344828,2.477638,3.46,
29.06896552,2.483408,3.454,
29.03448276,2.485716,3.478,
29,2.491486,3.474,
29,2.49841,3.49,
29,2.500718,3.574,
29,2.506488,3.554,
29,2.508796,3.53,
29,2.512258,3.546,
29,2.514566,3.5,
29,2.518028,2.388,
29,2.523798,3.142,
29,2.524952,3.436,
29,2.528414,3.436,
29,2.531876,3.438,
29,2.534184,3.434,
29,2.541108,3.438,
29,2.545724,2.552,
29,2.549186,3.13,
29,2.551494,3.544,
29,2.554956,3.61,
29,2.554956,3.614,
29,2.558418,2.76,
29,2.56188,3.076,
29,2.568804,3.56,
29,2.575728,3.556,
29,2.583806,3.566,
29,2.589576,3.096,
29,2.587268,2.674,
29,2.589576,3.516,
29,2.593038,3.512,
29,2.598808,3.524,
29,2.603424,2.736,
29,2.609194,2.964,
29,2.612656,3.516,
29.03448276,2.616118,3.614,
29.06896552,2.61958,3.062,
29.10344828,2.621888,2.78,
29.13793103,2.620734,3.52,
29.17241379,2.621888,3.506,
29.20689655,2.620734,3.006,
29.24137931,2.624196,2.708,
29.27586207,2.624196,3.504,
29.31034483,2.624196,3.498,
29.34482759,2.624196,2.884,
29.37931034,2.626504,2.792,
29.4137931,2.628812,3.5,
29.44827586,2.629966,3.008,
29.48275862,2.63112,2.642,
29.51724138,2.633428,3.462,
29.55172414,2.638044,3.444,
29.5862069,2.647276,2.376,
29.62068966,2.649584,3.176,
29.65517241,2.653046,3.454,
29.68965517,2.656508,2.314,
29.72413793,2.658816,3.4,
29.75862069,2.662278,3.332,
29.79310345,2.669202,2.474,
29.82758621,2.67151,3.53,
29.86206897,2.67151,2.918,
29.89655172,2.669202,2.802,
29.93103448,2.669202,3.524,
29.96551724,2.668048,2.47,
30,2.669202,3.342,
30,2.670356,2.226,
29.96551724,2.67151,2.046,
29.93103448,2.674972,2.722,
29.89655172,2.676126,3.808,
29.86206897,2.680742,4.13,
29.82758621,2.685358,3.528,
29.79310345,2.684204,4.352,
29.75862069,2.687666,3.306,
29.72413793,2.684204,4.326,
29.68965517,2.687666,3.32,
29.65517241,2.687666,4.32,
29.62068966,2.689974,3.348,
29.5862069,2.692282,4.268,
29.55172414,2.696898,3.382,
29.51724138,2.696898,4.078,
29.48275862,2.695744,3.33,
29.44827586,2.695744,4.206,
29.4137931,2.698052,1.724,
29.37931034,2.698052,2.038,
29.34482759,2.701514,1.11,
29.31034483,2.703822,1.886,
29.27586207,2.704976,1.228,
29.24137931,2.70613,1.816,
29.20689655,2.70613,0.58,
29.17241379,2.70613,0.47,
29.13793103,2.70613,0.504,
29.10344828,2.709592,0.466,
29.06896552,2.707284,0.504,
29.03448276,2.704976,0.462,
29,2.70613,0.542,
29,2.702668,0.536,
28.96551724,2.701514,0.444,
28.93103448,2.696898,0.356,
28.89655172,2.698052,0.374,
28.86206897,2.70036,0.354,
28.82758621,2.70036,0.372,
28.79310345,2.702668,0.35,
28.75862069,2.707284,0.37,
28.72413793,2.702668,0.356,
28.68965517,2.70613,0.33,
28.65517241,2.70613,0.286,
28.62068966,2.709592,0.306,
28.5862069,2.70613,0.42,
28.55172414,2.704976,0.4,
28.51724138,2.703822,0.408,
28.48275862,2.703822,0.386,
28.44827586,2.703822,0.404,
28.4137931,2.708438,0.384,
28.37931034,2.707284,0.402,
28.34482759,2.70613,0.382,
28.31034483,2.699206,0.4,
28.27586207,2.69459,0.392,
28.24137931,2.68882,0.424,
28.20689655,2.686512,0.376,
28.17241379,2.684204,0.396,
28.13793103,2.686512,0.376,
28.10344828,2.691128,0.396,
28.06896552,2.69459,0.376,
28.03448276,2.703822,0.396,
28,2.708438,0.348,
28,2.703822,0.306,
28,2.696898,0.286,
28,2.692282,0.306,
28,2.693436,0.288,
28,2.686512,0.306,
28,2.686512,0.288,
28,2.68882,0.306,
28,2.68882,0.288,
28,2.684204,0.39,
28,2.674972,0.36,
28,2.674972,0.38,
28,2.670356,0.36,
28,2.664586,0.38,
28,2.661124,0.372,
28,2.657662,0.36,
28,2.655354,0.374,
28,2.65997,0.354,
28,2.657662,0.354,
28,2.670356,0.286,
28,2.669202,0.306,
28,2.672664,0.286,
28,2.673818,0.304,
28,2.662278,0.288,
28,2.651892,0.308,
28,2.644968,0.296,
28,2.644968,0.428,
28,2.646122,0.382,
28,2.646122,0.342,
28,2.650738,0.322,
28,2.649584,0.338,
28,2.64266,0.334,
28,2.634582,0.536,
28,2.638044,0.522,
28,2.635736,0.53,
28,2.640352,0.52,
28,2.639198,0.528,
28,2.629966,0.514,
28,2.623042,0.524,
28,2.621888,0.51,
28,2.626504,0.31,
28,2.626504,0.33,
28,2.632274,0.31,
28,2.62535,0.288,
28,2.623042,0.216,
28,2.618426,0.238,
28,2.606886,0.218,
28,2.599962,0.31,
28,2.598808,0.294,
28,2.595346,0.314,
28,2.58496,0.294,
28,2.588422,0.312,
28,2.59073,0.292,
28,2.593038,0.31,
28,2.593038,0.292,
28,2.594192,0.312,
28,2.587268,0.28,
28,2.581498,0.246,
28,2.578036,0.224,
28,2.572266,0.238,
28,2.574574,0.218,
28,2.565342,0.238,
28,2.56188,0.218,
28,2.558418,0.236,
28,2.549186,0.218,
28,2.546878,0.238,
28,2.54457,0.218,
28,2.539954,0.238,
28,2.534184,0.252,
28,2.529568,0.334,
28,2.520336,0.348,
28,2.514566,0.33,
28,2.507642,0.346,
28,2.501872,0.326,
28,2.499564,0.336,
28,2.49264,0.316,
28,2.48687,0.334,
28,2.47533,0.316,
28,2.470714,0.332,
28,2.46379,0.312,
28,2.459174,0.332,
28,2.459174,0.312,
28,2.456866,0.33,
28,2.456866,0.312,
28,2.45225,0.332,
28,2.448788,0.348,
28,2.448788,0.376,
28,2.448788,0.302,
28,2.443018,0.316,
28,2.438402,0.294,
28,2.433786,0.312,
28,2.430324,0.29,
28,2.425708,0.308,
28,2.419938,0.288,
28,2.415322,0.306,
28,2.413014,0.252,
28,2.410706,0.236,
28,2.402628,0.218,
28,2.395704,0.232,
28,2.399166,0.232,
28,2.401474,0.222,
28,2.41186,0.242,
28,2.407244,0.218,
28,2.18683,0.234,
28,2.231836,0.216,
28,2.095664,0.236,
28,1.6156,0.216,
28,1.449424,0.236,
28,1.27517,0.216,
28,1.301712,0.236,
28,1.499046,0.218,
28,1.141306,0.274,
28,1.48289,0.328,
28,1.874096,0.344,
28,2.277996,0.32,
28,0.792221,0.338,
28,0.3505852,0.318,
28,0.4553684,0.334,
28,0.3683568,0.314,
28,0.369857,0.332,
28,0.376204,0.312,
28,0.399284,0.332,
28.03448276,0.5016438,0.314,
28.06896552,0.861461,0.332,
28.10344828,1.891406,0.388,
28.13793103,2.141824,0.408,
28.17241379,2.259532,0.388,
28.20689655,2.334542,0.406,
28.24137931,2.33108,0.394,
28.27586207,2.286074,0.368,
28.31034483,2.245684,0.31,
28.34482759,2.217988,0.29,
28.37931034,2.200678,0.308,
28.4137931,2.178752,0.29,
28.44827586,2.155672,0.238,
28.48275862,2.141824,0.218,
28.51724138,2.1349,0.238,
28.55172414,2.136054,0.218,
28.5862069,2.1349,0.236,
28.62068966,2.136054,0.216,
28.65517241,2.141824,0.236,
28.68965517,2.15221,0.218,
28.72413793,2.155672,0.238,
28.75862069,2.167212,0.218,
28.79310345,2.193754,0.236,
28.82758621,2.177598,0.218,
28.86206897,1.93872,0.238,
28.89655172,1.317868,0.218,
28.93103448,0.988978,0.238,
28.96551724,1.490968,0.28,
29,0.8058382,0.324,
29,1.230164,0.304,
29.03448276,0.8468052,0.324,
29.06896552,1.043216,0.304,
29.10344828,1.758696,0.344,
29.13793103,1.991804,0.412,
29.17241379,1.21747,0.432,
29.20689655,1.053602,0.408,
29.24137931,0.827418,0.426,
29.27586207,1.299404,0.416,
29.31034483,1.218624,0.41,
29.34482759,0.932432,0.42,
29.37931034,0.7811426,0.43,
29.4137931,0.7410988,0.492,
29.44827586,0.726443,0.47,
29.48275862,0.7265584,0.486,
29.51724138,0.659511,0.464,
29.55172414,0.5379948,0.482,
29.5862069,0.484103,0.46,
29.62068966,0.456984,0.476,
29.65517241,0.4370198,0.456,
29.68965517,0.4213254,0.474,
29.72413793,0.4088622,0.388,
29.75862069,0.3965144,0.312,
29.79310345,0.3833588,0.292,
29.82758621,0.3720496,0.312,
29.86206897,0.3631638,0.292,
29.89655172,0.3541626,0.312,
29.93103448,0.344469,0.292,
29.96551724,0.3343138,0.31,
30,0.326582,0.292,
30,0.3195426,0.31,
30,0.3137726,0.29,
30,0.3067332,0.312,
30,0.2996938,0.292,
30,0.2918466,0.31,
30,0.286769,0.292,
30,0.2826146,0.31,
30,0.2788064,0.29,
30,0.2760368,0.31,
30,0.2719978,0.304,
30,0.2673818,0.296,
30,0.2629966,0.31,
30,0.2586114,0.29,
30,0.2557264,0.31,
30,0.2501872,0.29,
30,0.2464944,0.31,
30,0.2431478,0.386,
30,0.2376086,0.418,
30,0.2297614,0.394,
30,0.21926,0.412,
30,0.2086432,0.392,
30,0.1972186,0.498,
30,0.186371,0.466,
30,0.1770236,0.484,
30,0.1669838,0.462,
30,0.158675,0.48,
30,0.1489814,0.458,
30,0.1409034,0.476,
30,0.1335178,0.454,
30,0.126363,0.472,
30,0.1202468,0.45,
30,0.1132074,0.402,
30,0.1085914,0.382,
30,0.1052448,0.388,
30,0.1020136,0.288,
30,0.0999364,0.31,
30,0.0973976,0.29,
30,0.0948588,0.31,
30,0.0941664,0.292,
30,0.0925508,0.236,
30,0.09167376,0.24,
30,0.09124678,0.222,
30,0.09218152,0.238,
30,0.0933586,0.218,
30,0.0932432,0.238,
30,0.09146604,0.22,
30,0.0908775,0.238,
30,0.09188148,0.22,
30,0.0942818,0.238,
30,0.0979746,0.218,
30,0.1042062,0.238,
30,0.1114764,0.22,
30,0.117131,0.24,
30,0.1230164,0.222,
30,0.1285556,0.24,
30,0.1314406,0.222,
30,0.1345564,0.244,
30,0.1375568,0.22,
30,0.139057,0.3,
30,0.139634,0.33,
30,0.1409034,0.416,
30.03448276,0.1405572,0.4,
30.06896552,0.1377876,0.416,
30.10344828,0.1336332,0.394,
30.13793103,0.1300558,0.412,
30.17241379,0.1276324,0.39,
30.20689655,0.1265938,0.406,
30.24137931,0.1241704,0.384,
30.27586207,0.1224394,0.402,
30.31034483,0.1202468,0.392,
30.34482759,0.1195544,0.336,
30.37931034,0.118285,0.332,
30.4137931,0.1164386,0.312,
30.44827586,0.1172464,0.332,
30.48275862,0.1174772,0.312,
30.51724138,0.1179388,0.332,
30.55172414,0.1195544,0.252,
30.5862069,0.1197852,0.238,
30.62068966,0.1204776,0.218,
30.65517241,0.1210546,0.24,
30.68965517,0.121747,0.22,
30.72413793,0.1224394,0.238,
30.75862069,0.1227856,0.218,
30.79310345,0.1249782,0.238,
30.82758621,0.1254398,0.218,
30.86206897,0.127517,0.238,
30.89655172,0.1284402,0.25,
30.93103448,0.1300558,0.494,
30.96551724,0.129248,0.512,
31,0.128094,0.51,
31,0.1274016,0.594,
31,0.127517,0.616,
31,0.1254398,0.67,
31,0.1248628,2.344,
31,0.1224394,2.368,
31,0.12117,2.028,
31,0.1192082,2.412,
31,0.1175926,1.874,
31,0.1169002,2.384,
31,0.1160924,2.446,
31,0.1135536,2.456,
31,0.1118226,2.542,
31,0.1120534,2.556,
31,0.1115918,2.532,
31,0.1091684,2.548,
31,0.1066296,2.532,
31,0.1057064,2.542,
31,0.1037446,2.148,
31,0.101552,1.566,
31,0.098667,2.458,
31,0.0956666,1.706,
31,0.0941664,1.852,
31,0.09010432,2.468,
31,0.08601916,2.458,
31,0.08226866,2.466,
31,0.08004144,2.464,
31,0.07608322,2.478,
31,0.07326746,1.524,
31,0.0688938,2.046,
31,0.0657203,1.744,
31,0.06065424,1.666,
30.96551724,0.05699606,2.092,
30.93103448,0.05257624,1.312,
