Co2,PV,Demand,Time-stamp,Timestamp
28.20689655,0.0,0.376,,2023-01-01 01:53:00
28.17241379,0.0,0.374,,2023-01-01 01:54:00
28.13793103,0.0,0.372,,2023-01-01 01:55:00
28.10344828,0.0,0.37,,2023-01-01 01:56:00
28.06896552,0.0,0.368,,2023-01-01 01:57:00
28.03448276,0.0,0.368,,2023-01-01 01:58:00
28.0,0.0,0.368,,2023-01-01 01:59:00
28.0,0.0,0.368,,2023-01-01 02:00:00
27.93103448,0.0,0.368,,2023-01-01 02:01:00
27.86206897,0.0,0.366,,2023-01-01 02:02:00
27.79310345,0.0,0.366,,2023-01-01 02:03:00
27.72413793,0.0,0.282,,2023-01-01 02:04:00
27.65517241,0.0,0.346,,2023-01-01 02:05:00
27.5862069,0.0,0.35,,2023-01-01 02:06:00
27.51724138,0.0,0.348,,2023-01-01 02:07:00
27.44827586,0.0,0.348,,2023-01-01 02:08:00
27.37931034,0.0,0.35,,2023-01-01 02:09:00
27.31034483,0.0,0.348,,2023-01-01 02:10:00
27.24137931,0.0,0.346,,2023-01-01 02:11:00
27.17241379,0.0,0.344,,2023-01-01 02:12:00
27.10344828,0.0,0.344,,2023-01-01 02:13:00
27.03448276,0.0,0.342,,2023-01-01 02:14:00
26.96551724,0.0,0.302,,2023-01-01 02:15:00
26.89655172,0.0,0.272,,2023-01-01 02:16:00
26.82758621,0.0,0.272,,2023-01-01 02:17:00
26.75862069,0.0,0.27,,2023-01-01 02:18:00
26.68965517,0.0,0.27,,2023-01-01 02:19:00
26.62068966,0.0,0.27,,2023-01-01 02:20:00
26.55172414,0.0,0.272,,2023-01-01 02:21:00
26.48275862,0.0,0.272,,2023-01-01 02:22:00
26.4137931,0.0,0.272,,2023-01-01 02:23:00
26.34482759,0.0,0.272,,2023-01-01 02:24:00
26.27586207,0.0,0.272,,2023-01-01 02:25:00
26.20689655,0.0,0.272,,2023-01-01 02:26:00
26.13793103,0.0,0.272,,2023-01-01 02:27:00
26.06896552,0.0,0.272,,2023-01-01 02:28:00
26.0,0.0,0.366,,2023-01-01 02:29:00
26.0,0.0,0.382,,2023-01-01 02:30:00
26.0,0.0,0.378,,2023-01-01 02:31:00
26.0,0.0,0.376,,2023-01-01 02:32:00
26.0,0.0,0.374,,2023-01-01 02:33:00
26.0,0.0,0.374,,2023-01-01 02:34:00
26.0,0.0,0.372,,2023-01-01 02:35:00
26.0,0.0,0.372,,2023-01-01 02:36:00
26.0,0.0,0.368,,2023-01-01 02:37:00
26.0,0.0,0.368,,2023-01-01 02:38:00
26.0,0.0,0.368,,2023-01-01 02:39:00
26.0,0.0,0.366,,2023-01-01 02:40:00
26.0,0.0,0.308,,2023-01-01 02:41:00
26.0,0.0,0.296,,2023-01-01 02:42:00
26.0,0.0,0.296,,2023-01-01 02:43:00
26.0,0.0,0.298,,2023-01-01 02:44:00
26.0,0.0,0.298,,2023-01-01 02:45:00
26.0,0.0,0.244,,2023-01-01 02:46:00
26.0,0.0,0.266,,2023-01-01 02:47:00
26.0,0.0,0.28,,2023-01-01 02:48:00
26.0,0.0,0.282,,2023-01-01 02:49:00
26.0,0.0,0.28,,2023-01-01 02:50:00
26.0,0.0,0.28,,2023-01-01 02:51:00
26.0,0.0,0.278,,2023-01-01 02:52:00
26.0,0.0,0.276,,2023-01-01 02:53:00
26.0,0.0,0.274,,2023-01-01 02:54:00
26.0,0.0,0.274,,2023-01-01 02:55:00
26.0,0.0,0.272,,2023-01-01 02:56:00
26.0,0.0,0.236,,2023-01-01 02:57:00
26.0,0.0,0.2,,2023-01-01 02:58:00
26.0,0.0,0.2,,2023-01-01 02:59:00
26.0,0.0,0.2,,2023-01-01 03:00:00
25.93103448,0.0,0.202,,2023-01-01 03:01:00
25.86206897,0.0,0.202,,2023-01-01 03:02:00
25.79310345,0.0,0.2,,2023-01-01 03:03:00
25.72413793,0.0,0.2,,2023-01-01 03:04:00
25.65517241,0.0,0.2,,2023-01-01 03:05:00
25.5862069,0.0,0.2,,2023-01-01 03:06:00
25.51724138,0.0,0.2,,2023-01-01 03:07:00
25.44827586,0.0,0.198,,2023-01-01 03:08:00
25.37931034,0.0,0.2,,2023-01-01 03:09:00
25.31034483,0.0,0.2,,2023-01-01 03:10:00
25.24137931,0.0,0.224,,2023-01-01 03:11:00
25.17241379,0.0,0.312,,2023-01-01 03:12:00
25.10344828,0.0,0.31,,2023-01-01 03:13:00
25.03448276,0.0,0.306,,2023-01-01 03:14:00
24.96551724,0.0,0.304,,2023-01-01 03:15:00
24.89655172,0.0,0.302,,2023-01-01 03:16:00
24.82758621,0.0,0.302,,2023-01-01 03:17:00
24.75862069,0.0,0.3,,2023-01-01 03:18:00
24.68965517,0.0,0.298,,2023-01-01 03:19:00
24.62068966,0.0,0.296,,2023-01-01 03:20:00
24.55172414,0.0,0.296,,2023-01-01 03:21:00
24.48275862,0.0,0.294,,2023-01-01 03:22:00
24.4137931,0.0,0.294,,2023-01-01 03:23:00
24.34482759,0.0,0.294,,2023-01-01 03:24:00
24.27586207,0.0,0.294,,2023-01-01 03:25:00
24.20689655,0.0,0.294,,2023-01-01 03:26:00
24.13793103,0.0,0.294,,2023-01-01 03:27:00
24.06896552,0.0,0.29,,2023-01-01 03:28:00
24.0,0.0,0.218,,2023-01-01 03:29:00
24.0,0.0,0.278,,2023-01-01 03:30:00
24.03448276,0.0,0.278,,2023-01-01 03:31:00
24.06896552,0.0,0.278,,2023-01-01 03:32:00
24.10344828,0.0,0.278,,2023-01-01 03:33:00
24.13793103,0.0,0.276,,2023-01-01 03:34:00
24.17241379,0.0,0.276,,2023-01-01 03:35:00
24.20689655,0.0,0.274,,2023-01-01 03:36:00
24.24137931,0.0,0.272,,2023-01-01 03:37:00
24.27586207,0.0,0.27,,2023-01-01 03:38:00
24.31034483,0.0,0.272,,2023-01-01 03:39:00
24.34482759,0.0,0.202,,2023-01-01 03:40:00
24.37931034,0.0,0.198,,2023-01-01 03:41:00
24.4137931,0.0,0.198,,2023-01-01 03:42:00
24.44827586,0.0,0.198,,2023-01-01 03:43:00
24.48275862,0.0,0.198,,2023-01-01 03:44:00
24.51724138,0.0,0.198,,2023-01-01 03:45:00
24.55172414,0.0,0.198,,2023-01-01 03:46:00
24.5862069,0.0,0.198,,2023-01-01 03:47:00
24.62068966,0.0,0.198,,2023-01-01 03:48:00
24.65517241,0.0,0.2,,2023-01-01 03:49:00
24.68965517,0.0,0.2,,2023-01-01 03:50:00
24.72413793,0.0,0.2,,2023-01-01 03:51:00
24.75862069,0.0,0.2,,2023-01-01 03:52:00
24.79310345,0.0,0.198,,2023-01-01 03:53:00
24.82758621,0.0,0.282,,2023-01-01 03:54:00
24.86206897,0.0,0.31,,2023-01-01 03:55:00
24.89655172,0.0,0.304,,2023-01-01 03:56:00
24.93103448,0.0,0.302,,2023-01-01 03:57:00
24.96551724,0.0,0.3,,2023-01-01 03:58:00
25.0,0.0,0.298,,2023-01-01 03:59:00
25.0,0.0,0.296,,2023-01-01 04:00:00
25.0,0.0,0.296,,2023-01-01 04:01:00
25.0,0.0,0.296,,2023-01-01 04:02:00
25.0,0.0,0.298,,2023-01-01 04:03:00
25.0,0.0,0.298,,2023-01-01 04:04:00
25.0,0.0,0.298,,2023-01-01 04:05:00
25.0,0.0,0.298,,2023-01-01 04:06:00
25.0,0.0,0.298,,2023-01-01 04:07:00
25.0,0.0,0.296,,2023-01-01 04:08:00
25.0,0.0,0.296,,2023-01-01 04:09:00
25.0,0.0,0.296,,2023-01-01 04:10:00
25.0,0.0,0.224,,2023-01-01 04:11:00
25.0,0.0,0.236,,2023-01-01 04:12:00
25.0,0.0,0.276,,2023-01-01 04:13:00
25.0,0.0,0.276,,2023-01-01 04:14:00
25.0,0.0,0.276,,2023-01-01 04:15:00
25.0,0.0,0.274,,2023-01-01 04:16:00
25.0,0.0,0.274,,2023-01-01 04:17:00
25.0,0.0,0.272,,2023-01-01 04:18:00
25.0,0.0,0.272,,2023-01-01 04:19:00
25.0,0.0,0.27,,2023-01-01 04:20:00
25.0,0.0,0.27,,2023-01-01 04:21:00
25.0,0.0,0.252,,2023-01-01 04:22:00
25.0,0.0,0.198,,2023-01-01 04:23:00
25.0,0.0,0.2,,2023-01-01 04:24:00
25.0,0.0,0.22,,2023-01-01 04:25:00
25.0,0.0,0.218,,2023-01-01 04:26:00
25.0,0.0,0.2,,2023-01-01 04:27:00
25.0,0.0,0.198,,2023-01-01 04:28:00
25.0,0.0,0.198,,2023-01-01 04:29:00
25.0,0.0,0.196,,2023-01-01 04:30:00
25.03448276,0.0,0.196,,2023-01-01 04:31:00
25.06896552,0.0,0.196,,2023-01-01 04:32:00
25.10344828,0.0,0.196,,2023-01-01 04:33:00
25.13793103,0.0,0.196,,2023-01-01 04:34:00
25.17241379,0.0,0.196,,2023-01-01 04:35:00
25.20689655,0.0,0.246,,2023-01-01 04:36:00
25.24137931,0.0,0.308,,2023-01-01 04:37:00
25.27586207,0.0,0.304,,2023-01-01 04:38:00
25.31034483,0.0,0.302,,2023-01-01 04:39:00
25.34482759,0.0,0.3,,2023-01-01 04:40:00
25.37931034,0.0,0.3,,2023-01-01 04:41:00
25.4137931,0.0,0.298,,2023-01-01 04:42:00
25.44827586,0.0,0.298,,2023-01-01 04:43:00
25.48275862,0.0,0.296,,2023-01-01 04:44:00
25.51724138,0.0,0.294,,2023-01-01 04:45:00
25.55172414,0.0,0.294,,2023-01-01 04:46:00
25.5862069,0.0,0.294,,2023-01-01 04:47:00
25.62068966,0.0,0.292,,2023-01-01 04:48:00
25.65517241,0.0,0.292,,2023-01-01 04:49:00
25.68965517,0.0,0.384,,2023-01-01 04:50:00
25.72413793,0.0,0.376,,2023-01-01 04:51:00
25.75862069,0.0,0.374,,2023-01-01 04:52:00
25.79310345,0.0,0.342,,2023-01-01 04:53:00
25.82758621,0.0,0.284,,2023-01-01 04:54:00
25.86206897,0.0,0.284,,2023-01-01 04:55:00
25.89655172,0.0,0.374,,2023-01-01 04:56:00
25.93103448,0.0,0.36,,2023-01-01 04:57:00
25.96551724,0.0,0.36,,2023-01-01 04:58:00
26.0,0.0,0.358,,2023-01-01 04:59:00
26.0,0.0,0.356,,2023-01-01 05:00:00
26.0,0.0,0.354,,2023-01-01 05:01:00
26.0,0.0,0.352,,2023-01-01 05:02:00
26.0,0.0,0.35,,2023-01-01 05:03:00
26.0,0.0,0.348,,2023-01-01 05:04:00
26.0,0.0,0.34,,2023-01-01 05:05:00
26.0,0.0,0.276,,2023-01-01 05:06:00
26.0,0.0,0.274,,2023-01-01 05:07:00
26.0,0.0,0.272,,2023-01-01 05:08:00
26.0,0.0,0.272,,2023-01-01 05:09:00
26.0,0.0,0.272,,2023-01-01 05:10:00
26.0,0.0,0.272,,2023-01-01 05:11:00
26.0,0.0,0.272,,2023-01-01 05:12:00
26.0,0.0,0.272,,2023-01-01 05:13:00
26.0,0.0,0.272,,2023-01-01 05:14:00
26.0,0.0,0.27,,2023-01-01 05:15:00
26.0,0.0,0.27,,2023-01-01 05:16:00
26.0,0.0,0.27,,2023-01-01 05:17:00
26.0,0.0,0.27,,2023-01-01 05:18:00
26.0,0.0,0.38,,2023-01-01 05:19:00
26.0,0.0,0.376,,2023-01-01 05:20:00
26.0,0.0,0.372,,2023-01-01 05:21:00
26.0,0.0,0.37,,2023-01-01 05:22:00
26.0,0.0,0.368,,2023-01-01 05:23:00
26.0,0.0,0.368,,2023-01-01 05:24:00
26.0,0.0,0.366,,2023-01-01 05:25:00
26.0,0.0,0.364,,2023-01-01 05:26:00
26.0,0.0,0.364,,2023-01-01 05:27:00
26.0,0.0,0.364,,2023-01-01 05:28:00
26.0,0.0,0.364,,2023-01-01 05:29:00
26.0,0.0,0.364,,2023-01-01 05:30:00
26.06896552,1.154e-06,0.364,,2023-01-01 05:31:00
26.13793103,1.154e-06,0.364,,2023-01-01 05:32:00
26.20689655,1.154e-06,0.362,,2023-01-01 05:33:00
26.27586207,2.308e-06,0.36,,2023-01-01 05:34:00
26.34482759,2.308e-06,0.36,,2023-01-01 05:35:00
26.4137931,3.462e-06,0.282,,2023-01-01 05:36:00
26.48275862,4.616e-06,0.266,,2023-01-01 05:37:00
26.55172414,5.77e-06,0.294,,2023-01-01 05:38:00
26.62068966,8.078e-06,0.342,,2023-01-01 05:39:00
26.68965517,1.0386e-05,0.342,,2023-01-01 05:40:00
26.75862069,1.2694e-05,0.342,,2023-01-01 05:41:00
26.82758621,1.5002e-05,0.342,,2023-01-01 05:42:00
26.89655172,1.8464e-05,0.34,,2023-01-01 05:43:00
26.96551724,2.0772e-05,0.338,,2023-01-01 05:44:00
27.03448276,2.4234e-05,0.338,,2023-01-01 05:45:00
27.10344828,2.6542e-05,0.338,,2023-01-01 05:46:00
27.17241379,3.0004e-05,0.336,,2023-01-01 05:47:00
27.24137931,3.3466e-05,0.31,,2023-01-01 05:48:00
27.31034483,3.6928e-05,0.266,,2023-01-01 05:49:00
27.37931034,4.039e-05,0.266,,2023-01-01 05:50:00
27.44827586,4.2698e-05,0.266,,2023-01-01 05:51:00
27.51724138,4.616e-05,0.264,,2023-01-01 05:52:00
27.5862069,4.8468e-05,0.196,,2023-01-01 05:53:00
27.65517241,0.00036351,0.196,,2023-01-01 05:54:00
27.72413793,0.002583806,0.196,,2023-01-01 05:55:00
27.79310345,0.003383528,0.196,,2023-01-01 05:56:00
27.86206897,0.004239796,0.196,,2023-01-01 05:57:00
27.93103448,0.005269164,0.2,,2023-01-01 05:58:00
28.0,0.005806928,0.202,,2023-01-01 05:59:00
28.0,0.006746284,0.202,,2023-01-01 06:00:00
28.13793103,0.007809118,0.26,,2023-01-01 06:01:00
28.27586207,0.008607686,0.312,,2023-01-01 06:02:00
28.4137931,0.0094051,0.306,,2023-01-01 06:03:00
28.55172414,0.01042062,0.304,,2023-01-01 06:04:00
28.68965517,0.01190928,0.302,,2023-01-01 06:05:00
28.82758621,0.01277478,0.302,,2023-01-01 06:06:00
28.96551724,0.0111938,0.3,,2023-01-01 06:07:00
29.10344828,0.01108994,0.298,,2023-01-01 06:08:00
29.24137931,0.01138998,0.298,,2023-01-01 06:09:00
29.37931034,0.01164386,0.296,,2023-01-01 06:10:00
29.51724138,0.01186312,0.296,,2023-01-01 06:11:00
29.65517241,0.0127517,0.294,,2023-01-01 06:12:00
29.79310345,0.01381338,0.294,,2023-01-01 06:13:00
29.93103448,0.01249782,0.294,,2023-01-01 06:14:00
30.06896552,0.01239396,0.294,,2023-01-01 06:15:00
30.20689655,0.01253244,0.294,,2023-01-01 06:16:00
30.34482759,0.01264784,0.294,,2023-01-01 06:17:00
30.48275862,0.01507124,0.264,,2023-01-01 06:18:00
30.62068966,0.01285556,0.264,,2023-01-01 06:19:00
30.75862069,0.01293634,0.264,,2023-01-01 06:20:00
30.89655172,0.01302866,0.302,,2023-01-01 06:21:00
31.03448276,0.0130979,0.34,,2023-01-01 06:22:00
31.17241379,0.01316714,0.34,,2023-01-01 06:23:00
31.31034483,0.02151056,0.34,,2023-01-01 06:24:00
31.44827586,0.03494312,0.34,,2023-01-01 06:25:00
31.5862069,0.03578554,0.338,,2023-01-01 06:26:00
31.72413793,0.0378512,0.338,,2023-01-01 06:27:00
31.86206897,0.03996302,0.336,,2023-01-01 06:28:00
32.0,0.03995148,0.336,,2023-01-01 06:29:00
32.0,0.04222486,0.33,,2023-01-01 06:30:00
31.93103448,0.04371352,0.312,,2023-01-01 06:31:00
31.86206897,0.04491368,0.26,,2023-01-01 06:32:00
31.79310345,0.04513294,0.258,,2023-01-01 06:33:00
31.72413793,0.04723322,0.258,,2023-01-01 06:34:00
31.65517241,0.04826028,0.256,,2023-01-01 06:35:00
31.5862069,0.04995666,0.258,,2023-01-01 06:36:00
31.51724138,0.04988742,0.506,,2023-01-01 06:37:00
31.44827586,0.0519877,1.02,,2023-01-01 06:38:00
31.37931034,0.05301476,1.11,,2023-01-01 06:39:00
31.31034483,0.05490732,1.206,,2023-01-01 06:40:00
31.24137931,0.05490732,1.202,,2023-01-01 06:41:00
31.17241379,0.056546,1.204,,2023-01-01 06:42:00
31.10344828,0.05737688,1.23,,2023-01-01 06:43:00
31.03448276,0.0596618,1.316,,2023-01-01 06:44:00
30.96551724,0.06013494,1.32,,2023-01-01 06:45:00
30.89655172,0.0600657,1.32,,2023-01-01 06:46:00
30.82758621,0.06226984,1.314,,2023-01-01 06:47:00
30.75862069,0.0630661,1.316,,2023-01-01 06:48:00
30.68965517,0.06420856,1.324,,2023-01-01 06:49:00
30.62068966,0.06327382,1.322,,2023-01-01 06:50:00
30.55172414,0.06437012,1.242,,2023-01-01 06:51:00
30.48275862,0.06521254,1.408,,2023-01-01 06:52:00
30.4137931,0.06596264,1.326,,2023-01-01 06:53:00
30.34482759,0.06806292,1.328,,2023-01-01 06:54:00
30.27586207,0.06792444,1.06,,2023-01-01 06:55:00
30.20689655,0.06799368,1.288,,2023-01-01 06:56:00
30.13793103,0.06890534,0.464,,2023-01-01 06:57:00
30.06896552,0.07098254,0.37,,2023-01-01 06:58:00
30.0,0.07290972,0.454,,2023-01-01 06:59:00
30.0,0.07389062,0.448,,2023-01-01 07:00:00
30.06896552,0.07592166,0.378,,2023-01-01 07:01:00
30.13793103,0.07765266,0.354,,2023-01-01 07:02:00
30.20689655,0.07803348,0.394,,2023-01-01 07:03:00
30.27586207,0.07867972,0.64,,2023-01-01 07:04:00
30.34482759,0.07992604,0.826,,2023-01-01 07:05:00
30.4137931,0.08180706,3.48,,2023-01-01 07:06:00
30.48275862,0.08352652,3.468,,2023-01-01 07:07:00
30.55172414,0.0834342,1.952,,2023-01-01 07:08:00
30.62068966,0.0837804,0.818,,2023-01-01 07:09:00
30.68965517,0.08514212,1.122,,2023-01-01 07:10:00
30.75862069,0.08569604,1.338,,2023-01-01 07:11:00
30.82758621,0.0875309,1.33,,2023-01-01 07:12:00
30.89655172,0.08698852,1.332,,2023-01-01 07:13:00
30.96551724,0.08811944,1.33,,2023-01-01 07:14:00
31.03448276,0.08883492,1.326,,2023-01-01 07:15:00
31.10344828,0.09153528,1.334,,2023-01-01 07:16:00
31.17241379,0.0930124,1.292,,2023-01-01 07:17:00
31.24137931,0.0949742,1.27,,2023-01-01 07:18:00
31.31034483,0.0962436,1.268,,2023-01-01 07:19:00
31.37931034,0.0970514,1.27,,2023-01-01 07:20:00
31.44827586,0.099244,1.266,,2023-01-01 07:21:00
31.51724138,0.1012058,1.262,,2023-01-01 07:22:00
31.5862069,0.1033984,1.262,,2023-01-01 07:23:00
31.65517241,0.1043216,1.268,,2023-01-01 07:24:00
31.72413793,0.1066296,1.27,,2023-01-01 07:25:00
31.79310345,0.1070912,1.336,,2023-01-01 07:26:00
31.86206897,0.1087068,1.378,,2023-01-01 07:27:00
31.93103448,0.1103224,1.442,,2023-01-01 07:28:00
32.0,0.1105532,1.666,,2023-01-01 07:29:00
32.0,0.1122842,1.66,,2023-01-01 07:30:00
31.96551724,0.1126304,1.654,,2023-01-01 07:31:00
31.93103448,0.112515,1.256,,2023-01-01 07:32:00
31.89655172,0.1132074,1.238,,2023-01-01 07:33:00
31.86206897,0.1164386,1.234,,2023-01-01 07:34:00
31.82758621,0.1190928,1.24,,2023-01-01 07:35:00
31.79310345,0.1189774,1.236,,2023-01-01 07:36:00
31.75862069,0.122324,1.238,,2023-01-01 07:37:00
31.72413793,0.125786,1.246,,2023-01-01 07:38:00
31.68965517,0.129825,1.244,,2023-01-01 07:39:00
31.65517241,0.1346718,1.238,,2023-01-01 07:40:00
31.62068966,0.1391724,1.238,,2023-01-01 07:41:00
31.5862069,0.143096,1.24,,2023-01-01 07:42:00
31.55172414,0.1469042,1.238,,2023-01-01 07:43:00
31.51724138,0.1530204,1.168,,2023-01-01 07:44:00
31.48275862,0.1590212,1.148,,2023-01-01 07:45:00
31.44827586,0.1617908,1.15,,2023-01-01 07:46:00
31.4137931,0.1728692,1.04,,2023-01-01 07:47:00
31.37931034,0.1755234,1.02,,2023-01-01 07:48:00
31.34482759,0.1891406,1.042,,2023-01-01 07:49:00
31.31034483,0.2189138,2.114,,2023-01-01 07:50:00
31.27586207,0.2985398,2.178,,2023-01-01 07:51:00
31.24137931,0.366972,1.4,,2023-01-01 07:52:00
31.20689655,0.3782812,2.178,,2023-01-01 07:53:00
31.17241379,0.45583,3.614,,2023-01-01 07:54:00
31.13793103,0.568922,3.628,,2023-01-01 07:55:00
31.10344828,0.6181978,4.122,,2023-01-01 07:56:00
31.06896552,0.6362002,4.176,,2023-01-01 07:57:00
31.03448276,0.6948234,3.278,,2023-01-01 07:58:00
31.0,0.7272508,3.236,,2023-01-01 07:59:00
31.0,0.785297,3.168,,2023-01-01 08:00:00
31.0,0.8214172,3.008,,2023-01-01 08:01:00
31.0,0.8425354,2.248,,2023-01-01 08:02:00
31.0,0.8763476,0.858,,2023-01-01 08:03:00
31.0,0.8814252,0.854,,2023-01-01 08:04:00
31.0,0.8863874,0.856,,2023-01-01 08:05:00
31.0,0.8910034,0.854,,2023-01-01 08:06:00
31.0,0.8958502,0.85,,2023-01-01 08:07:00
31.0,0.9013894,0.848,,2023-01-01 08:08:00
31.0,0.907621,0.928,,2023-01-01 08:09:00
31.0,0.9130448,0.966,,2023-01-01 08:10:00
31.0,0.9199688,0.964,,2023-01-01 08:11:00
31.0,0.924354,0.958,,2023-01-01 08:12:00
31.0,0.931278,0.956,,2023-01-01 08:13:00
31.0,0.939356,0.952,,2023-01-01 08:14:00
